,Dataset,N_tr,seed,DetectT,Masktr,Maskte,Maskepoch,MaskT,Masksize,FCtr,FCte,FCepoch,FCT,FCsize,RFtr,RFte,RFT
0,0,10000,0,9.907619714736938,0.002547642864786138,0.002741665579378605,298,142.15041375160217,1504.38671875,0.0009418684976470248,0.0035263055469840765,284,161.99986863136292,19373.5234375,0.014070611646116936,0.030724392370617602,0.859459400177002
1,0,10000,1,12.781933546066284,0.002756400453852671,0.0028053324203938246,277,140.5875632762909,1504.38671875,0.0008938929806483289,0.0035245514009147882,297,161.86713004112244,19373.5234375,0.014148911927384437,0.03135870950119029,0.7016568183898926
2,0,10000,2,14.526350736618042,0.0025751404934605876,0.0026696661952883005,294,142.6196744441986,1504.38671875,0.0017357141462968513,0.003697567153722048,297,161.20956158638,19373.5234375,0.014652711808453966,0.03267877208272052,0.8446664810180664
3,0,10000,3,12.969441175460815,0.0023861976319090256,0.002602841705083847,293,140.5677387714386,1504.38671875,0.0012744598358942797,0.0034763978328555822,273,160.41169929504395,19373.5234375,0.013697440335079756,0.02888971261709959,0.7107255458831787
4,0,10000,4,13.069021701812744,0.0024814871176950105,0.0026851650327444077,284,141.65094184875488,1504.38671875,0.0013677518513610563,0.003524807980284095,286,158.56872391700745,19373.5234375,0.013166081787833663,0.030354703622555764,0.7018439769744873
5,1,10000,0,11.55503535270691,0.003886309509386712,0.004330636467784643,299,139.12614941596985,1504.38671875,0.0035955721678264745,0.008491508662700653,295,157.50924968719482,19373.5234375,0.03152002562951116,0.07355394520588263,0.9103975296020508
6,1,10000,1,15.003557682037354,0.004788307169026374,0.005223776213824749,295,141.83999800682068,1504.38671875,0.0034770017687200485,0.007722517009824514,299,157.04821062088013,19373.5234375,0.032421011098506355,0.0713188954944267,1.080125093460083
7,1,10000,2,13.387819528579712,0.00461583176306327,0.004211977124214172,285,141.67737531661987,1504.38671875,0.001979360389566078,0.007666826248168945,279,159.18156003952026,19373.5234375,0.03327886536946242,0.07840977582499528,0.9536142349243164
8,1,10000,3,10.944430589675903,0.004064974021550909,0.004494507797062397,288,144.80692791938782,1504.38671875,0.0032326934729592573,0.00808954518288374,285,159.84807467460632,19373.5234375,0.02961188682503215,0.07226333122417372,1.0474169254302979
9,1,10000,4,12.369505405426025,0.0035914383795524344,0.004089523572474718,294,141.35270047187805,1504.38671875,0.0036804869358508098,0.009537138976156712,298,159.98463201522827,19373.5234375,0.03407075035681583,0.0781503945704992,0.9247026443481445
10,2,10000,0,10.864530086517334,0.005037746062552947,0.006780993193387985,290,137.7500138282776,1504.38671875,0.002900590069573179,0.007959572598338127,296,162.70505356788635,19373.5234375,0.022133709168769184,0.048569806120933354,0.9085626602172852
11,2,10000,1,11.85210919380188,0.00455187758854119,0.0047828820534050465,284,142.6908769607544,1504.38671875,0.0015135131326588223,0.005473683122545481,297,162.35781621932983,19373.5234375,0.021004504210948835,0.047055200157701864,0.9477241039276123
12,2,10000,2,11.2274649143219,0.007120890988317036,0.007563029881566763,299,141.1897394657135,1504.38671875,0.0017613166155860617,0.006830304861068726,295,159.8135118484497,19373.5234375,0.020120978965917507,0.04738502236065867,0.8250164985656738
13,2,10000,3,9.371252059936523,0.00893608664775715,0.009293803945183754,266,134.10488629341125,1504.38671875,0.003011453488855058,0.007006165571510792,289,159.90256786346436,19373.5234375,0.021351642838063803,0.04795751873005778,0.9229137897491455
14,2,10000,4,11.289066553115845,0.005320375913218014,0.005350590217858553,298,142.56891202926636,1504.38671875,0.00186655782373488,0.006033381447196007,278,147.907532453537,19373.5234375,0.021721568382292666,0.04971665963136255,0.892789363861084
15,3,10000,0,9.685507774353027,0.004890564712559469,0.006704270374029875,283,138.94707775115967,1504.38671875,0.003245476113031142,0.00821312703192234,288,158.48419213294983,19373.5234375,0.021916934233874814,0.04944139251902328,0.9746510982513428
16,3,10000,1,10.501820802688599,0.003444629550986047,0.003625706536695361,289,139.48454213142395,1504.38671875,0.002098775491958086,0.006503964774310589,255,158.94461250305176,19373.5234375,0.021320561105509252,0.047399536078208036,0.8428158760070801
17,3,10000,2,9.380076169967651,0.005012907405854731,0.005029178224503994,299,139.90726232528687,1504.38671875,0.0026921062568197054,0.006693605799227953,290,158.65047240257263,19373.5234375,0.020439413939083256,0.04773364610614737,0.9518990516662598
18,3,10000,3,11.479805707931519,0.0034067406009270673,0.0028936241287738085,297,141.54150938987732,1504.38671875,0.001987296271864705,0.006869257893413305,294,160.4329297542572,19373.5234375,0.02091695457761714,0.04788700276044078,0.8230454921722412
19,3,10000,4,10.898348331451416,0.005529572167557955,0.005820067133754492,281,139.25815844535828,1504.38671875,0.001582301986290097,0.006045302841812372,280,161.4442102909088,19373.5234375,0.02181917238923947,0.04930700365382868,1.0854206085205078
20,4,10000,0,14.17867922782898,0.0032741595935254246,0.0032761297188699245,295,138.52783107757568,1504.38671875,0.0023788096672907435,0.007406196091324091,293,159.08223509788513,19373.5234375,0.028194384819895297,0.06262127588943943,0.8061919212341309
21,4,10000,1,10.066999197006226,0.004997118931044788,0.004817046690732241,299,142.39733362197876,1504.38671875,0.0016269718014786715,0.007668976206332445,280,158.2656786441803,19373.5234375,0.027409918587490065,0.0631060976785773,0.8357665538787842
